sample_token,timestamp,scene_token,instance_token,category,obj_x,obj_y,obj_z,obj_yaw,vx,vy,speed,ax,ay,accel,yaw_rate
d148d50ba9be44bcb2105d8da47425b4,1542800378897841,d25718445d89453381c659b9c8734939,001e8066b25640af889db54db4c12c45,vehicle.car,688.332,1906.355,1.135,2.4279798823257015,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f2d48fe35d5646659dc339e1d36886f9,1542800379397716,d25718445d89453381c659b9c8734939,001e8066b25640af889db54db4c12c45,vehicle.car,683.265,1910.693,1.285,2.4279798823257015,-10.136534133533397,8.678169542385527,13.343910627948445,NaN,NaN,NaN,0.0
a32166aff42946d39455fcbe502a321a,1542800379897591,d25718445d89453381c659b9c8734939,001e8066b25640af889db54db4c12c45,vehicle.car,678.282,1915.127,1.285,2.4279798823257015,-9.968492123030652,8.870217554388535,13.343597516003946,0.3361680630212456,0.3841920720240223,0.51050221821415,0.0
7ca3502caf394d6d9c0a80b822b3ff48,1542800380398024,d25718445d89453381c659b9c8734939,001e8066b25640af889db54db4c12c45,vehicle.car,673.294,1919.567,1.285,2.393073297285815,-9.967368259087742,8.872316573847158,13.344153453810128,0.002245783037709072,0.0041944065611631606,0.004757792329725033,-0.0697527641859882
5b77f438091b4d00a74d333ef2fe9033,1542800380947696,d25718445d89453381c659b9c8734939,001e8066b25640af889db54db4c12c45,vehicle.car,667.817,1924.352,1.485,2.393073297285815,-9.964124059439039,8.705191459634257,13.231180091767367,0.005902064592526764,-0.30404516550397487,0.3041024449635251,0.0
29796060110c4163b07f06eff4af0753,1542800381448102,d25718445d89453381c659b9c8734939,001e8066b25640af889db54db4c12c45,vehicle.car,663.358,1929.275,1.667,2.393073297285815,-8.910764459259202,9.83801153463388,13.273590102304132,2.1050099322946503,2.263801942821675,3.091256387196364,0.0
7bf1cef0e253474e847ee4c2eb955901,1542800381897652,d25718445d89453381c659b9c8734939,001e8066b25640af889db54db4c12c45,vehicle.car,659.089,1933.414,1.83,2.393073297285815,-9.496162829495923,9.206984762540088,13.226703175846405,-1.3021874546473604,-1.4036854011651472,1.9146866251387278,0.0
e10f8dcb73e646af840d9955a70a63d5,1542800382397543,d25718445d89453381c659b9c8734939,001e8066b25640af889db54db4c12c45,vehicle.car,654.342,1938.016,1.912,2.393073297285815,-9.49607014329138,9.206006909506451,13.225955972412372,0.00018541282908174491,-0.0019561325041604835,0.00196490007151032,0.0
e6b0b282aa174a978272dc2d0a89d560,1542800847948119,de7d80a1f5fb4c3e82ce8a4f213b450a,005855d523f84d8a9e3bef3031c93e56,human.pedestrian.adult,1512.017,1233.859,0.873,2.713306308447152,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f77ef1c17cbf432587d705c88ce76b3b,1542800848447981,de7d80a1f5fb4c3e82ce8a4f213b450a,005855d523f84d8a9e3bef3031c93e56,human.pedestrian.adult,1511.521,1234.175,0.873,2.713306308447152,-0.9922738675876435,0.6321744801565851,1.176542392631302,NaN,NaN,NaN,0.0
