sample_token,scene_token,timestamp,filename,ego_pose_token,calibrated_sensor_token,prev_sample,next_sample,ego_x,ego_y,ego_z,ego_yaw,vx,vy,speed,ax,ay,accel,yaw_rate,steering_angle
ca9a282c9e77460f8360f564131a8af5,cc8c0bf57f984915a77078b10eb33198,1532402927647951,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402927647951.pcd.bin,9d9bf11fb0e144c8b446d54a8a00184f,a183049901c24361a6b0b11b8013137c,,39586f9d59004284a7114a68825e8eec,411.3039349319818,1180.8903791765097,0.0,-1.9236454030236563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39586f9d59004284a7114a68825e8eec,cc8c0bf57f984915a77078b10eb33198,1532402928147847,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402928147847.pcd.bin,4f792c8da81e4cb7aca1790654da1c27,a183049901c24361a6b0b11b8013137c,ca9a282c9e77460f8360f564131a8af5,356d81f38dd9473ba590f39e266f54e5,409.7431520488096,1176.6769733781416,0.0,-1.9178313311383752,-3.122215187103392,-8.428564738201661,8.9882663078391,NaN,NaN,NaN,0.011630562927651045,0.0034937237982446264
356d81f38dd9473ba590f39e266f54e5,cc8c0bf57f984915a77078b10eb33198,1532402928698048,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402928698048.pcd.bin,28aaabeb212146a28a511858c09cf20c,a183049901c24361a6b0b11b8013137c,39586f9d59004284a7114a68825e8eec,e0845f5322254dafadbbed75aaa07969,408.101879146712,1172.1515777892457,0.0,-1.9115745760130542,-2.9830423828702033,-8.224986121246397,8.749225025834905,0.2529490208727152,0.37000771891593076,0.44820633553959915,0.011371762547361742,0.003509311829015023
e0845f5322254dafadbbed75aaa07969,cc8c0bf57f984915a77078b10eb33198,1532402929197353,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402929197353.pcd.bin,c4f1a270736445e185379a80c29a5139,a183049901c24361a6b0b11b8013137c,356d81f38dd9473ba590f39e266f54e5,c923fe08b2ff4e27975d2bf30934383b,406.7260055966978,1168.2112865775816,0.0,-1.900029570959263,-2.755577352548453,-7.891551680163606,8.358815374595311,0.455563293621635,0.6677971201626084,0.8083878451540852,0.023122149895937957,0.007468738322510803
c923fe08b2ff4e27975d2bf30934383b,cc8c0bf57f984915a77078b10eb33198,1532402929697797,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402929697797.pcd.bin,6a97481174074729a9d0ffa096eaa498,a183049901c24361a6b0b11b8013137c,e0845f5322254dafadbbed75aaa07969,f1e3d9d08f044c439ce86a2d6fcca57b,405.40940618082874,1164.3542269452469,0.0,-1.8953111684717723,-2.630862625726482,-7.707275204288127,8.143925910154085,0.24920815680070219,0.3682259670921804,0.444629135636628,0.009428432526897453,0.003125859456909214
f1e3d9d08f044c439ce86a2d6fcca57b,cc8c0bf57f984915a77078b10eb33198,1532402930152601,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402930152601.pcd.bin,fca0353274424116948fa1f10be1fc29,a183049901c24361a6b0b11b8013137c,c923fe08b2ff4e27975d2bf30934383b,4f545737bf3347fbbc9af60b0be9a963,404.27766613575534,1161.0501064609266,0.0,-1.8889199262923675,-2.4884126900233943,-7.264932771744015,7.67928680893152,0.313211703729712,0.9726001366393252,1.0217889200535024,0.014052739596408096,0.004940875090922811
4f545737bf3347fbbc9af60b0be9a963,cc8c0bf57f984915a77078b10eb33198,1532402930648325,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402930648325.pcd.bin,bba3bbf8fb5b443d91ce478600ac3b49,a183049901c24361a6b0b11b8013137c,f1e3d9d08f044c439ce86a2d6fcca57b,7626dde27d604ac28a0240bdd54eba7a,403.1147868052399,1157.5179992427084,0.0,-1.881262243939871,-2.345820114651431,-7.125148708188918,7.50137428236383,0.28764509156700796,0.28197961679300754,0.40280541578946494,0.015447471481099425,0.005560070918875066
7626dde27d604ac28a0240bdd54eba7a,cc8c0bf57f984915a77078b10eb33198,1532402931198511,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402931198511.pcd.bin,6d62c08a571148b69ce69a8fca44b72f,a183049901c24361a6b0b11b8013137c,4f545737bf3347fbbc9af60b0be9a963,be99ffc878b24aca8956bbb4e0f97d0c,401.882035855894,1153.723115401486,0.0,-1.8766642418729156,-2.2406076296849986,-6.897456207941264,7.252256524053056,0.19123075644678747,0.413846408755683,0.4558925885021453,0.008357177512614599,0.003111359782878847
be99ffc878b24aca8956bbb4e0f97d0c,cc8c0bf57f984915a77078b10eb33198,1532402931697833,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402931697833.pcd.bin,07963799cc9d4a19bd0d9076e4a00da4,a183049901c24361a6b0b11b8013137c,7626dde27d604ac28a0240bdd54eba7a,9813c23a5f1448b09bb7910fea9baf20,400.84139513617623,1150.4041654308548,0.0,-1.8669048539997075,-2.0841074891908855,-6.646913155501136,6.965985825658534,0.3134252856756023,0.5017665002546017,0.5916122298250638,0.019545279144936673,0.0075757050060233444
9813c23a5f1448b09bb7910fea9baf20,cc8c0bf57f984915a77078b10eb33198,1532402932197715,datasets/LIDAR_TOP/n015-2018-07-24-11-22-45+0800__LIDAR_TOP__1532402932197715.pcd.bin,6be2618c971046478919fe91a9880bd8,a183049901c24361a6b0b11b8013137c,be99ffc878b24aca8956bbb4e0f97d0c,023c4df2d451409881d8e6ea82f14704,399.84353161665877,1147.1735328106026,0.0,-1.8585534503149757,-1.996198141796396,-6.462790459052754,6.764057032501625,0.1758601977956586,0.36833231932412447,0.4081611282660525,0.016706750162502074,0.006668812108178328
